"vessel","mean_mutual_dist","mean_port_distance"
"12639560807591_drifting_longlines",15.7785182468583,2.28402443683552
"51394439323066_drifting_longlines",16.9088829970895,3.42843802886287
"77182424306278_drifting_longlines",39.3549739784131,7.03874335847973
"103576446797335_drifting_longlines",30.049324324871,4.14457159678727
"118485905119293_drifting_longlines",65.799622945236,13.2833101498495
"168015789077263_drifting_longlines",3.90628511520712,11.0509464604632
"215151145083937_drifting_longlines",16.7862010474063,9.0488813101208
"257110405481434_drifting_longlines",5.2840162372585,3.25279466658584
"281060477973977_drifting_longlines",3.13552356342236,0.177696156487785
"5601266154050_drifting_longlines",25.2268210201475,8.13917082999541
"23593130178765_drifting_longlines",22.2266515451441,12.4686171761766
"31865679879784_drifting_longlines",15.9200128962006,4.2246923567663
"56414685655968_drifting_longlines",36.4789217568542,11.250721506658
"60628870128017_drifting_longlines",16.2843513769843,6.82521860460392
"68776567390102_drifting_longlines",3.87806239879284,3.37922667278465
"80557044293978_drifting_longlines",18.6425435058717,6.64748896064267
"91817019950540_drifting_longlines",13.1584345797318,8.14634947432871
"100043174358994_drifting_longlines",3.92700194928249,3.53763836289866
"122096467518708_drifting_longlines",3.84061885762052,3.90573095972055
"132854487178939_drifting_longlines",22.5869745230337,4.30594155384664
"157606376843577_drifting_longlines",92.8523390565125,11.76173045342
"182087889708399_drifting_longlines",58.6212226137492,7.14459654866911
"188687364514644_drifting_longlines",10.1082756154992,5.3059335773416
"196934368191473_drifting_longlines",15.0545900234699,3.19553802387966
"207493565218514_drifting_longlines",11.5047083755368,8.71529564461379
"260992596962571_drifting_longlines",39.5048464944561,2.20212012391077
"266462074800686_drifting_longlines",5.9831069193785,0.646163631903599
"277458320934593_drifting_longlines",7.32863530728519,0.563177364912201
"16508054338972_drifting_longlines",103.469096456577,1.61692123197491
"20001834541437_drifting_longlines",146.241132505738,6.70747103797609
"21232708893780_drifting_longlines",165.625822115244,9.67138447651335
"23406746127304_drifting_longlines",94.0045870279913,5.15734230333809
"27932326533321_drifting_longlines",22.2987344152469,4.68738936838178
"30373804074051_drifting_longlines",105.017882877413,10.3184742359034
"32225346417081_drifting_longlines",2.65494816780845,2.48605213438912
"33266086194351_drifting_longlines",56.7795069508444,8.69006779387509
"36427802545466_drifting_longlines",20.9536609146714,6.33041411385014
"37908995999986_drifting_longlines",109.332076120913,6.54179786542094
"40976637345731_drifting_longlines",18.3842673577076,7.10237821462617
"41941786536935_drifting_longlines",86.4002123782731,5.77963082828165
"48455039594066_drifting_longlines",17.7839537853266,5.61318126513369
"49160289345306_drifting_longlines",167.44344729563,8.00798630307611
"49534994750419_drifting_longlines",57.8511983752434,11.7718915266833
"62603844222786_drifting_longlines",59.0153844174423,10.4444313228911
"72061040661322_drifting_longlines",21.08932225594,7.90115302407865
"75704340932214_drifting_longlines",7.43733015001624,4.97721163923653
"77832927010710_drifting_longlines",61.137374076466,12.0094252412442
"83611953083118_drifting_longlines",161.95465092259,10.5479011528353
"84948799517770_drifting_longlines",1.34324485970172,1.2173042492993
"87919276942456_drifting_longlines",51.7117054483829,8.98686023276084
"88026465034109_drifting_longlines",100.076234060849,10.7089737710376
"89110306461984_drifting_longlines",67.0403877948191,6.40260084038935
"95062718521348_drifting_longlines",38.3546502501442,6.76273379388287
"96214383360627_drifting_longlines",19.1038825189715,8.21454689734893
"100771710683634_drifting_longlines",22.0569859741122,4.98857171242668
"102111574707951_drifting_longlines",1.55148644800183,0.318837909181176
"108694285641009_drifting_longlines",44.1684475950094,7.75155579030605
"109864465509954_drifting_longlines",90.4663890406117,5.60729200694427
"117813837180006_drifting_longlines",33.6660886859373,7.61848458281412
"119914759372174_drifting_longlines",94.7698706685946,13.2595051219706
"132058711150033_drifting_longlines",157.901698646724,10.2054768912638
"134198565019795_drifting_longlines",21.8633598640554,7.12706721123352
"134393118622376_drifting_longlines",58.7949812218896,15.5353890185207
"138705062821220_drifting_longlines",11.9263433234149,8.47080871345254
"141471888075398_drifting_longlines",4.65253328154883,1.72394662027479
"143694748644249_drifting_longlines",19.4061978720424,7.6230914066203
"149117408188942_drifting_longlines",160.722873018976,5.22343442160378
"157226661382842_drifting_longlines",5.73561470982273,3.64217843967824
"157515842393095_drifting_longlines",8.95539335654626,3.01980356442746
"160888730138947_drifting_longlines",21.7950918048328,5.39793264632939
"174925870281549_drifting_longlines",1.41641302441392,0.515934791885241
"177523928951928_drifting_longlines",4.46172379063766,4.22338549238966
"180084767642619_drifting_longlines",3.2382294371586,2.79537356681826
"183690246677486_drifting_longlines",15.2907916430527,5.23096833126392
"184417002225525_drifting_longlines",26.0533942037721,4.88268202488811
"187707772448569_drifting_longlines",3.7658156601047,3.13751753947912
"192692343350638_drifting_longlines",12.0942699430111,7.35046851245366
"194671993660064_drifting_longlines",163.72813920507,5.44108793572297
"196010605910823_drifting_longlines",2.92262374949505,5.01633825206477
"197235271847792_drifting_longlines",174.428385103556,6.28872285636394
"198075846723102_drifting_longlines",10.7094137904705,3.38220486001761
"198266627907369_drifting_longlines",13.7207233131858,5.51774462025324
"202807357436622_drifting_longlines",27.7706750760914,5.0072165525683
"204349732031005_drifting_longlines",47.281931151575,6.89655910204795
"205398406929032_drifting_longlines",13.9986724991105,6.88428583404855
"207595838999742_drifting_longlines",7.13829432677959,8.46371937655391
"207649577408623_drifting_longlines",89.1922848568073,5.48160092826988
"208886908053041_drifting_longlines",156.752055721955,4.22189822415039
"208925550869609_drifting_longlines",3.25242174567746,2.35117912471515
"210316168866209_drifting_longlines",57.0860066068947,6.2400715063698
"212703922233424_drifting_longlines",30.0957482227099,5.4366700041491
"224464308529424_drifting_longlines",21.4971381760301,6.26400285117255
"225902824726985_drifting_longlines",3.18174759202021,5.05859169280995
"229926462784947_drifting_longlines",62.388150754041,8.91472965614555
"240306622847094_drifting_longlines",12.0106122677711,4.01919978092239
"249436063983467_drifting_longlines",152.877243596174,11.0213986690664
"250845635365871_drifting_longlines",4.12471935619332,4.27710097971169
"251022003811177_drifting_longlines",69.3067041692884,14.8930489013742
"252626663422393_drifting_longlines",1.8045288378889,0.584312470083346
"253857904988474_drifting_longlines",3.54988074008656,3.21594346033199
"255320322989778_drifting_longlines",32.723749366354,6.33495458592487
"257268756979349_drifting_longlines",172.166233529094,8.15317692155172
"258237566084521_drifting_longlines",12.2979910561805,4.26817667643574
"262534508730959_drifting_longlines",41.8442417347286,6.91416042531538
"263392518194890_drifting_longlines",64.3429210844396,12.1427061159154
"271347251834362_drifting_longlines",77.929795041854,15.1545797948244
"278798244192815_drifting_longlines",20.5736957661503,8.43355356927384
"281205828320417_drifting_longlines",57.5076876591368,6.56755714143777
"7572518792420_fixed_gear",0.184079175462843,0.12262712106661
"10759394346704_fixed_gear",0.0915750582950704,0.0934924649846523
"28144259049658_fixed_gear",2.02708827125047,0.175396668642635
"30054937091173_fixed_gear",4.46125799904678,1.05298103783798
"30581813007233_fixed_gear",0.0627472075786952,0.0692153008984178
"42314208291274_fixed_gear",1.25005637812733,0.228953519422932
"53148833486047_fixed_gear",0.27635903465164,0.0589027182041655
"59112496180970_fixed_gear",3.74497021048607,0.749842797352983
"81653757071585_fixed_gear",3.26033082089836,1.22634177392919
"85022770160929_fixed_gear",0.037687370217851,0.00685949261922023
"88780175381729_fixed_gear",0.152372719173056,0.093662883290514
"94745481952721_fixed_gear",0.0397654255758085,0.466396413698768
"103786638076601_fixed_gear",0.114407767390196,0.0528982587142464
"106150487182509_fixed_gear",0.406525445421029,0.278261076609084
"126605727399747_fixed_gear",8.2014767741248,2.5005237452731
"130528914446151_fixed_gear",0.092929069323998,0.0905816088947648
"136929052181490_fixed_gear",0.912843878663001,0.168281986710005
"139028728648447_fixed_gear",2.8386274614632,0.805017711560749
"149732026109185_fixed_gear",8.82403585830294,0.515100021438568
"178858950138911_fixed_gear",1.61427072215421,0.264569126085362
"181792856256929_fixed_gear",3.75628250717585,0.537361472407339
"184922007900201_fixed_gear",1.03675423038807,0.397757105925089
"185079710227621_fixed_gear",0.172948141717591,0.139047970825074
"194716368060295_fixed_gear",0.718331279971648,0.213530549025411
"203685766228826_fixed_gear",2.04467536006034,0.521068148490938
"205198558017191_fixed_gear",5.35444922195931,0.904479214776143
"225986789154693_fixed_gear",1.87781682760079,0.373932472988593
"230452925672863_fixed_gear",6.56928621796686,1.43880625681833
"245558512447234_fixed_gear",2.61870423601726,0.0761135969412641
"261683006747890_fixed_gear",2.8447307750888,0.234943808408206
"262522671777909_fixed_gear",0.0751149651533069,0.102347150911723
"271648488454992_fixed_gear",0.272349992747621,0.112301172775839
"273352002611600_fixed_gear",0.0647893714649853,0.0193400996711896
"280291299563683_fixed_gear",3.27271572816531,0.837601133125385
"18483455048454_pole_and_line",0.707579625168171,0.127270018942679
"47334168288729_pole_and_line",1.46742477582585,0.746235643603999
"87031415611873_pole_and_line",4.9757707580997,0.18093976998289
"102029098096261_pole_and_line",18.5473035520323,5.0706909136704
"196184437994412_pole_and_line",6.72518479113174,1.86252264545417
"214572731257568_pole_and_line",1.58522153686154,0.191878330855151
"10880510825243_purse_seines",22.3526057991562,3.85978762319966
"39005622580143_purse_seines",9.70975248928008,1.97986330296509
"79111403404442_purse_seines",16.2290524728831,1.71800884832358
"171088031194242_purse_seines",30.0784945938101,14.8393148656134
"178183327397239_purse_seines",138.368807103151,5.3663499318444
"192803403297411_purse_seines",21.515339719093,4.75019085687287
"11170005450471_purse_seines",0.432376550533625,0.0983256168572144
"18199244904065_purse_seines",0.254598463583534,0.0587150188847649
"38992105566132_purse_seines",2.78445740493892,0.145225155641736
"44009123736191_purse_seines",0.953283179548972,0.134441786583702
"63716389910332_purse_seines",2.41900580185818,0.178167928087152
"83171028160219_purse_seines",18.5165201068748,4.81376609301995
"85873573270094_purse_seines",1.04300190453674,0.239401339569986
"88060965838011_purse_seines",0.302203309691345,0.0621092186431062
"109899633275761_purse_seines",0.429901852821602,0.210779043864988
"129153374871944_purse_seines",0.300706955512515,0.0546706606275054
"133292692499348_purse_seines",2.60969599551983,0.0983297755727426
"139135923300128_purse_seines",0.622148097875503,0.15216802594729
"158316964992067_purse_seines",0.138253062773893,0.045699055523769
"178555652571863_purse_seines",0.398907604099449,0.0784695446466103
"267966743027591_purse_seines",0.361159879585403,0.12431935005218
"38322969102051_purse_seines",33.7822896946833,3.57101248600706
"43935946737362_purse_seines",77.0326960813245,4.04777805870284
"1252339803566_trawlers",14.1775624075068,0.309770331710585
"5145483253513_trawlers",1.58274771088882,0.525473916612305
"19859547683322_trawlers",0.238120398285825,0.134685730066494
"34911701098431_trawlers",1.5565831378634,0.217326285474016
"51101297206144_trawlers",1.78283318066414,0.12489644614431
"69609856269322_trawlers",2.56137434296422,0.167420798437255
"77261928739173_trawlers",0.383718009194108,0.409416085179016
"78359653510570_trawlers",2.27914518761712,0.0902355953832215
"80423450140220_trawlers",0.876644667896097,0.118744645566447
"108916342700357_trawlers",5.36826596861891,0.445603804701201
"112453193185843_trawlers",4.2709463075866,0.16112027708182
"116333895145045_trawlers",0.219684161232264,0.214788634220078
"121426486551523_trawlers",8.54608520741855,0.476851168544574
"121739171405202_trawlers",0.483704750606174,0.157049268022695
"141431600530701_trawlers",0.43429698304082,0.237831271382353
"164146740964321_trawlers",1.09629754504508,0.195023604649466
"169618621411728_trawlers",0.266061246979824,0.102039854168455
"186746307373264_trawlers",0.478023094459111,0.388008528653155
"192426881471378_trawlers",0.501295750505512,0.102838344836309
"207302220793465_trawlers",1.10547758922755,0.0633527101924541
"218997104404214_trawlers",0.24469878574072,0.143145779403554
"224833127282221_trawlers",1.1486927072004,0.133035944666645
"229561307305795_trawlers",0.148205682612246,0.0895045487776845
"240226012373593_trawlers",145.096236100523,7.81096578641991
"253383408980179_trawlers",1.91212198038436,0.0963352222000935
"267609942203034_trawlers",0.730956103582495,0.358058619543698
"268433469365583_trawlers",1.1075633856281,0.0523902333620941
"269119641458109_trawlers",5.25387817618419,0.330810057181138
"274683790319798_trawlers",5.58284805869164,1.82543874139319
"277515277585463_trawlers",0.277445461560618,0.136739372172745
"143906914639303_trawlers",62.3780027063408,1.52517089688751
"175387414441613_trawlers",4.05381092253179,0.562849628371115
"218796484670282_trawlers",15.6813780767083,1.73302556223323
"222656062190286_trawlers",0.897723058312892,0.177125276046025
"231154271004480_trawlers",22.9046876330528,2.09290520584891
"269050323939773_trawlers",17.6008592658488,2.67009275805615
"274850145767759_trawlers",26.0479288025542,4.77019944055081
"76527009766959_trollers",0.132483735224654,0.0417072948781552
"112940878780541_trollers",0.0248755574027809,0.0113057478963936
"125954407820672_trollers",1.88339779329461,0.824306954012583
"167072386810842_trollers",0.521900576972338,0.0158650369404189
"274063840293718_trollers",1.32958197122995,0.0596190826843515
"183307128826540_unknown",25.5539550207354,3.79050439874992
"103998194181708_unknown",43.0597736952445,5.33477858985234
"115873519952737_unknown",5.83049538041433,0.381014609870046
"131404935810738_unknown",33.2658611089957,9.32730362103005
"28204768563961_unknown",0.959112052825106,0.388338610076283
"1679641928004_unknown",6.23786654174907,0.0928948138579241
"2579932616331_unknown",25.0730421561983,7.07012352577618
"6335157561408_unknown",2.56436222998669,0.158023472779908
"16347293924784_unknown",1.22595407633578,0.103889807773718
"17756107268614_unknown",7.29993034320645,4.58459474970918
"41303308141714_unknown",2.53793403897435,0.564325055537862
"48794356410718_unknown",0.476165499679937,0.301491591412533
"54587092430231_unknown",0.79223747646681,0.0892947718930901
"57869290792477_unknown",1.38551348840821,0.0949711049533327
"63476152619655_unknown",0.060402193229801,0.0204623295259897
"67346977622820_unknown",22.6214380277888,4.47890895578718
"68428926545375_unknown",1.78137326066479,0.220318669739603
"77303880091301_unknown",0.421018564358232,0.196423645641423
"78046436195905_unknown",0.657223877285431,0.541211156534175
"82018444517655_unknown",0.269984265963363,0.147728204161084
"86119106497840_unknown",1.176686702847,0.090779936586825
"92501913642218_unknown",0.606834405456478,0.200599573305481
"99660428945387_unknown",0.50316255271968,0.116293993400876
"103256728504203_unknown",0.274805831149232,0.115216154569174
"103899707980421_unknown",38.0923856502968,13.1793123213427
"105840999213879_unknown",0.505526111424031,0.263893595104827
"107065136018433_unknown",11.5188466377261,5.21650342920396
"111408197311721_unknown",0.179680252597022,0.104356741130671
"130481650671667_unknown",1.22782745412245,0.0742272534848201
"132033696632160_unknown",0.931819500361337,0.177438112467277
"133351132017619_unknown",0.323457442339098,0.292655851428472
"133747148180235_unknown",1.06877135136545,0.0973597186272636
"163454186850556_unknown",0.481942194516206,0.480889435843559
"176800215813134_unknown",0.267562824674385,0.182511221636919
"185191354590588_unknown",12.0982667265757,14.0218901752908
"185895448245062_unknown",0.332536788510759,0.198836026300255
"187372144064677_unknown",0.14380109010431,0.19922950952676
"191981830340478_unknown",24.641148816537,18.1976985363259
"195297883294501_unknown",0.177544293610304,0.0642705624554004
"198239745232190_unknown",1.16226226069436,0.212239426782739
"209987524306087_unknown",8.5794162408216,1.23598413416161
"223168089886026_unknown",1.078139852946,0.10809682288336
"229319160229391_unknown",1.05186412059809,0.582257102275121
"229675783400528_unknown",15.424943187082,0.430025526001402
"236614363512057_unknown",0.760841334645059,0.547174806636466
"236926760580696_unknown",0.432227726077566,0.402535957220276
"243542814991816_unknown",9.79986457831575,0.814121145138732
"252472589824946_unknown",0.623349075368328,0.429208641002385
"260351244058145_unknown",1.05715679218808,0.287933557618732
"262281579374724_unknown",0.364942839911344,0.166325162264057
"267445959186766_unknown",0.607042364086211,0.12512823064972
"269896480384592_unknown",0.336633154672001,0.300357501248743
